,test_condition,accuracy,agent,cotN,concept
9168,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9169,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9170,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9171,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9172,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9173,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9174,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9175,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9176,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sail++boat
9177,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sail++boat
9178,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,serve++sports_ball
9179,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,serve++sports_ball
9180,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9181,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9182,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9183,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9184,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9185,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9186,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9187,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9188,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9189,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,shear++sheep
9190,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sip++wine_glass
9191,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sip++wine_glass
9192,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9193,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9194,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9195,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9196,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9197,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9198,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9199,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9200,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9201,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_at++dining_table
9202,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_inside++bus
9203,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_inside++bus
9204,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++airplane
9205,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++airplane
9206,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9207,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9208,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9209,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9210,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9211,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9212,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9213,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9214,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9215,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bed
9216,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9217,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9218,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9219,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9220,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9221,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9222,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9223,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9224,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9225,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++bench
9226,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9227,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9228,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9229,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9230,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9231,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9232,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9233,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9234,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9235,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++chair
9236,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9237,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9238,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9239,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9240,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9241,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9242,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9243,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9244,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9245,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++couch
9246,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9247,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9248,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9249,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9250,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9251,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9252,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9253,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9254,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9255,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++motorcycle
9256,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9257,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9258,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9259,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9260,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9261,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9262,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9263,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9264,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9265,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++skateboard
9266,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++toilet
9267,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++toilet
9268,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++toilet
9269,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on++toilet
9270,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9271,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9272,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9273,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9274,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9275,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9276,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9277,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9278,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9279,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,sit_on_with_multiple_person++bench
9280,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,smell++apple
9281,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,smell++apple
9282,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,smell++apple
9283,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,smell++apple
9284,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,spin++sports_ball
9285,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,spin++sports_ball
9286,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,squeeze++orange
9287,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,squeeze++orange
9288,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,squeeze++orange
9289,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,squeeze++orange
9290,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9291,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9292,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9293,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9294,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9295,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9296,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9297,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9298,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9299,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++boat
9300,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9301,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9302,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9303,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9304,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9305,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9306,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9307,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9308,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9309,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_on++chair
9310,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9311,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9312,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9313,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9314,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9315,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,stand_under++umbrella
9316,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,stick++knife
9317,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,stick++knife
9318,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++bicycle
9319,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,straddle++bicycle
9320,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++bicycle
9321,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,straddle++bicycle
9322,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9323,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9324,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9325,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9326,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9327,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9328,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9329,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9330,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9331,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,straddle++motorcycle
9332,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9333,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9334,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9335,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9336,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9337,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9338,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9339,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9340,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9341,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,swing++tennis_racket
9342,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9343,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9344,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9345,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9346,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9347,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9348,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9349,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9350,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9351,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,throw++frisbee
9352,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9353,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9354,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9355,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9356,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9357,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9358,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9359,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9360,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9361,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,toast++wine_glass
9362,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9363,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9364,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9365,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9366,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9367,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,train++dog
9368,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9369,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9370,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9371,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9372,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9373,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9374,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9375,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9376,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9377,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,turn++motorcycle
9378,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9379,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9380,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9381,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9382,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9383,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9384,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9385,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9386,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9387,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,type_on++keyboard
9388,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9389,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9390,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9391,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9392,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9393,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
9394,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,type_on++laptop
